C:\Users\Jowell\Desktop\Data\IMG\center_2020_07_10_21_36_50_268.jpg, C:\Users\Jowell\Desktop\Data\IMG\left_2020_07_10_21_36_50_268.jpg, C:\Users\Jowell\Desktop\Data\IMG\right_2020_07_10_21_36_50_268.jpg, 0, 0, 0, 7.885549E-05
C:\Users\Jowell\Desktop\Data\IMG\center_2020_07_10_21_36_50_370.jpg, C:\Users\Jowell\Desktop\Data\IMG\left_2020_07_10_21_36_50_370.jpg, C:\Users\Jowell\Desktop\Data\IMG\right_2020_07_10_21_36_50_370.jpg, 0, 0, 0, 7.80374E-05
C:\Users\Jowell\Desktop\Data\IMG\center_2020_07_10_21_36_50_475.jpg, C:\Users\Jowell\Desktop\Data\IMG\left_2020_07_10_21_36_50_475.jpg, C:\Users\Jowell\Desktop\Data\IMG\right_2020_07_10_21_36_50_475.jpg, 0, 0, 0, 7.82909E-05
C:\Users\Jowell\Desktop\Data\IMG\center_2020_07_10_21_36_50_578.jpg, C:\Users\Jowell\Desktop\Data\IMG\left_2020_07_10_21_36_50_578.jpg, C:\Users\Jowell\Desktop\Data\IMG\right_2020_07_10_21_36_50_578.jpg, 0, 0, 0, 7.812614E-05
C:\Users\Jowell\Desktop\Data\IMG\center_2020_07_10_21_36_50_684.jpg, C:\Users\Jowell\Desktop\Data\IMG\left_2020_07_10_21_36_50_684.jpg, C:\Users\Jowell\Desktop\Data\IMG\right_2020_07_10_21_36_50_684.jpg, 0, 0, 0, 7.844589E-05
C:\Users\Jowell\Desktop\Data\IMG\center_2020_07_10_21_36_50_789.jpg, C:\Users\Jowell\Desktop\Data\IMG\left_2020_07_10_21_36_50_789.jpg, C:\Users\Jowell\Desktop\Data\IMG\right_2020_07_10_21_36_50_789.jpg, 0, 0, 0, 7.888563E-05
C:\Users\Jowell\Desktop\Data\IMG\center_2020_07_10_21_36_50_894.jpg, C:\Users\Jowell\Desktop\Data\IMG\left_2020_07_10_21_36_50_894.jpg, C:\Users\Jowell\Desktop\Data\IMG\right_2020_07_10_21_36_50_894.jpg, 0, 0, 0, 8.049921E-05
C:\Users\Jowell\Desktop\Data\IMG\center_2020_07_10_21_36_50_999.jpg, C:\Users\Jowell\Desktop\Data\IMG\left_2020_07_10_21_36_50_999.jpg, C:\Users\Jowell\Desktop\Data\IMG\right_2020_07_10_21_36_50_999.jpg, 0, 0, 0, 7.808531E-05
C:\Users\Jowell\Desktop\Data\IMG\center_2020_07_10_21_36_51_105.jpg, C:\Users\Jowell\Desktop\Data\IMG\left_2020_07_10_21_36_51_105.jpg, C:\Users\Jowell\Desktop\Data\IMG\right_2020_07_10_21_36_51_105.jpg, 0, 0, 0, 7.808995E-05
C:\Users\Jowell\Desktop\Data\IMG\center_2020_07_10_21_36_51_205.jpg, C:\Users\Jowell\Desktop\Data\IMG\left_2020_07_10_21_36_51_205.jpg, C:\Users\Jowell\Desktop\Data\IMG\right_2020_07_10_21_36_51_205.jpg, 0, 0, 0, 7.797523E-05
C:\Users\Jowell\Desktop\Data\IMG\center_2020_07_10_21_36_51_315.jpg, C:\Users\Jowell\Desktop\Data\IMG\left_2020_07_10_21_36_51_315.jpg, C:\Users\Jowell\Desktop\Data\IMG\right_2020_07_10_21_36_51_315.jpg, 0, 0, 0, 7.825195E-05
C:\Users\Jowell\Desktop\Data\IMG\center_2020_07_10_21_36_51_419.jpg, C:\Users\Jowell\Desktop\Data\IMG\left_2020_07_10_21_36_51_419.jpg, C:\Users\Jowell\Desktop\Data\IMG\right_2020_07_10_21_36_51_419.jpg, 0, 0, 0, 7.902341E-05
C:\Users\Jowell\Desktop\Data\IMG\center_2020_07_10_21_36_51_528.jpg, C:\Users\Jowell\Desktop\Data\IMG\left_2020_07_10_21_36_51_528.jpg, C:\Users\Jowell\Desktop\Data\IMG\right_2020_07_10_21_36_51_528.jpg, 0, 0, 0, 7.829595E-05
C:\Users\Jowell\Desktop\Data\IMG\center_2020_07_10_21_36_51_631.jpg, C:\Users\Jowell\Desktop\Data\IMG\left_2020_07_10_21_36_51_631.jpg, C:\Users\Jowell\Desktop\Data\IMG\right_2020_07_10_21_36_51_631.jpg, 0, 0, 0, 7.761876E-05
C:\Users\Jowell\Desktop\Data\IMG\center_2020_07_10_21_36_51_736.jpg, C:\Users\Jowell\Desktop\Data\IMG\left_2020_07_10_21_36_51_736.jpg, C:\Users\Jowell\Desktop\Data\IMG\right_2020_07_10_21_36_51_736.jpg, 0, 0, 0, 7.832564E-05
C:\Users\Jowell\Desktop\Data\IMG\center_2020_07_10_21_36_51_839.jpg, C:\Users\Jowell\Desktop\Data\IMG\left_2020_07_10_21_36_51_839.jpg, C:\Users\Jowell\Desktop\Data\IMG\right_2020_07_10_21_36_51_839.jpg, 0, 0.3054255, 0, 0.1999474
C:\Users\Jowell\Desktop\Data\IMG\center_2020_07_10_21_36_51_942.jpg, C:\Users\Jowell\Desktop\Data\IMG\left_2020_07_10_21_36_51_942.jpg, C:\Users\Jowell\Desktop\Data\IMG\right_2020_07_10_21_36_51_942.jpg, 0, 0.594003, 0, 0.7689719
C:\Users\Jowell\Desktop\Data\IMG\center_2020_07_10_21_36_52_045.jpg, C:\Users\Jowell\Desktop\Data\IMG\left_2020_07_10_21_36_52_045.jpg, C:\Users\Jowell\Desktop\Data\IMG\right_2020_07_10_21_36_52_045.jpg, 0, 0.9034425, 0, 1.713616
C:\Users\Jowell\Desktop\Data\IMG\center_2020_07_10_21_36_52_145.jpg, C:\Users\Jowell\Desktop\Data\IMG\left_2020_07_10_21_36_52_145.jpg, C:\Users\Jowell\Desktop\Data\IMG\right_2020_07_10_21_36_52_145.jpg, 0, 1, 0, 2.915511
C:\Users\Jowell\Desktop\Data\IMG\center_2020_07_10_21_36_52_249.jpg, C:\Users\Jowell\Desktop\Data\IMG\left_2020_07_10_21_36_52_249.jpg, C:\Users\Jowell\Desktop\Data\IMG\right_2020_07_10_21_36_52_249.jpg, -0.1419645, 1, 0, 4.08835
C:\Users\Jowell\Desktop\Data\IMG\center_2020_07_10_21_36_52_350.jpg, C:\Users\Jowell\Desktop\Data\IMG\left_2020_07_10_21_36_52_350.jpg, C:\Users\Jowell\Desktop\Data\IMG\right_2020_07_10_21_36_52_350.jpg, -0.09292772, 1, 0, 5.244113
C:\Users\Jowell\Desktop\Data\IMG\center_2020_07_10_21_36_52_454.jpg, C:\Users\Jowell\Desktop\Data\IMG\left_2020_07_10_21_36_52_454.jpg, C:\Users\Jowell\Desktop\Data\IMG\right_2020_07_10_21_36_52_454.jpg, 0, 1, 0, 6.624097
